Date,Name,Rank,Age,Cause,Place of Death,Country of Death,Branch of Service,City,State
5/26/2006,"Lucas, Adam",Lance Corporal,20,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Greensboro,North Carolina
5/25/2006,"Lufkin, Caleb A.",Private 1st Class,24,Hostile - hostile fire - IED attack,Walter Reed Medical Ctr.,USA,U.S. Army,Knoxville,Illinois
5/25/2006,"Blair, Robert E.",Specialist,22,Hostile - hostile fire - IED attack,Baghdad (southern part),Iraq,U.S. Army,Ocala,Florida
5/25/2006,"DiCenzo, Douglas A. ",Captain,30,Hostile - hostile fire - IED attack,Baghdad (southern part),Iraq,U.S. Army,Plymouth,New Hampshire
5/23/2006,"Hermanson, Michael L.",Specialist,21,Hostile - hostile fire - IED attack,AL Abayachi,Iraq,U.S. Army National Guard,Fargo,North Dakota
5/23/2006,"Posivio III, Robert G.",Lance Corporal,22,Hostile - hostile fire - IED attack,Al Karmah,Iraq,U.S. Marine,Sherburn,Minnesota
5/23/2006,"Freund, Steven ",Private 1st Class,20,Hostile - hostile fire - IED attack,Al Karmah,Iraq,U.S. Marine,Pleasant Hills,Pennsylvania
5/22/2006,"Leusink, William J.",Lance Corporal,21,Hostile - hostile fire,Al Asad,Iraq,U.S. Marine,Maurice,Iowa
5/22/2006,"Christoff Jr., David",Sergeant,25,Hostile - hostile fire,Al Asad,Iraq,U.S. Marine,Rossford,Ohio
5/21/2006,"Ramirez, Benito A.",Lance Corporal,22,Hostile - hostile fire - IED attack,Fallujah,Iraq,U.S. Marine,Edinburg,Texas
5/18/2006,"Fulks, William B.",Corporal,23,Hostile - hostile fire,"Brooke Army Med Center, TX",USA,U.S. Marine,Culloden,West Virginia
5/18/2006,"Holland, Daniel E.",Lieutenant Colonel,43,Hostile - hostile fire - IED attack,Baghdad (northwest of),Iraq,U.S. Army,San Antonio,Texas
5/18/2006,"Cournoyer, Nicholas",Private 1st Class,25,Hostile - hostile fire - IED attack,Baghdad (northwest of),Iraq,U.S. Army,Gilmanton,New Hampshire
5/18/2006,"Allen Jr., Lonnie Calvin ",Sergeant,26,Hostile - hostile fire - IED attack,Baghdad (northwest of),Iraq,U.S. Army,Bellevue,Nebraska
5/18/2006,"Seidel III, Robert",1st Lieutenant,23,Hostile - hostile fire - IED attack,Baghdad (northwest of),Iraq,U.S. Army,Emmitsburg,Maryland
5/17/2006,"Deal, Lee Hamilton",Petty Officer 3rd Class,23,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Navy,West Monroe,Louisiana
5/16/2006,"Halsel, Santiago M.",Staff Sergeant,32,Hostile - hostile fire - IED attack,Baghdad (southern part),Iraq,U.S. Army,Bowling Green,Kentucky
5/15/2006,"Flint Jr., Marion ",Staff Sergeant,29,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Baltimore,Maryland
5/15/2006,"Dampier, Grant Allen",Private 1st Class,25,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Merrill,Wisconsin
5/14/2006,"Mahaffee, Shane",Captain,36,Hostile - hostile fire - IED attack,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army Reserve,Gurnee,Illinois
5/14/2006,"Yearby, Hatak Yuka Keyu M.",Lance Corporal,21,Hostile - hostile fire - IED attack,Al Anbar Province,Iraq,U.S. Marine,Overbrook,Oklahoma
5/14/2006,"Marin-Dominguez Jr., Jose S.",Lance Corporal,22,Hostile - hostile fire - IED attack,Al Anbar Province,Iraq,U.S. Marine,Liberal,Kansas
5/14/2006,"Worrel, Matthew W.",Major,34,Hostile - helicopter crash (missile attack),Yusufiyah,Iraq,U.S. Army,Lewisville,Texas
5/14/2006,"Weeks, Jamie D.",Chief Warrant Officer 5,47,Hostile - helicopter crash (missile attack),Yusufiyah,Iraq,U.S. Army,Daleville,Alabama
5/14/2006,"West, Robert H.",Master Sergeant,37,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Elyria,Ohio
5/14/2006,"Engeman, John W.",Chief Warrant Officer 4,45,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,East North Port,New York
5/13/2006,"James, Richard Z.",Lance Corporal,20,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Seaford,Delaware
5/13/2006,"Gebur, Ron",Specialist,23,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Delavan,Illinois
5/12/2006,"Teeters, Brandon L.",Sergeant,21,Hostile - hostile fire - IED attack,Ludwigshafen,Germany,U.S. Army,Lafayette,Louisiana
5/12/2006,"Conboy, Adam C.",Lance Corporal,21,Non-hostile,Al Asad,Iraq,U.S. Marine,Philadelphia,Pennsylvania
5/11/2006,"Vahaviolos, Steve",Corporal,21,Non-hostile - vehicle accident,Al Karmah,Iraq,U.S. Marine,Airmont,New York
5/11/2006,"Licalzi, Michael L. ",2nd Lieutenant,24,Non-hostile - vehicle accident,Al Karmah,Iraq,U.S. Marine,Garden City,New York
5/11/2006,"GramesSanchez, David J.",Lance Corporal,22,Non-hostile - vehicle accident,Al Karmah,Iraq,U.S. Marine,Fort Wayne,Indiana
5/11/2006,"Burnett, Jason K.",Lance Corporal,20,Non-hostile - vehicle accident,Al Karmah,Iraq,U.S. Marine,St. Cloud,Florida
5/11/2006,"Burkart, Armer N.",Specialist,26,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Rockville,Maryland
5/11/2006,"Snowberger III, Stephen P.",Private 1st Class,18,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Lopez,Pennsylvania
5/11/2006,"Clark, Eric D.",Private 1st Class,22,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Pleasant Prairie,Wisconsin
5/10/2006,"Carbonaro, Alessandro",Sergeant,28,Hostile - hostile fire,Landstuhl Reg. Med. Ctr.,Germany,U.S. Marine,Bethesda,Maryland
5/9/2006,"Latimer, Aaron P.",Specialist,26,Non-hostile,Mosul,Iraq,U.S. Army,Ennis,Texas
5/8/2006,"Wagner, Gregory A. ",Staff Sergeant,35,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army National Guard,Mitchell,South Dakota
5/7/2006,"Legaspi, Emmanuel L. ",Staff Sergeant,38,Hostile - hostile fire - small arms fire,Tall Afar (near),Iraq,U.S. Army,Las Vegas,Nevada
5/6/2006,"Palmer, Cory L.",Corporal,21,Hostile - hostile fire - explosion,"Brooke Army Med Center, TX",USA,U.S. Marine,Seaford,Delaware
5/6/2006,"Deraps, Leon",Lance Corporal,19,Hostile - hostile fire - IED attack,Fallujah,Iraq,U.S. Marine,St. Louis,Missouri
5/6/2006,"Fenton, Matthew J.",Sergeant,24,Hostile - hostile fire,"National Naval Medical Center, Bethesda",USA,U.S. Marine,Little Ferry,New Jersey
5/6/2006,"Veverka, David Michael",Staff Sergeant,25,Hostile - hostile fire - IED attack,Diwaniyah,Iraq,U.S. Army National Guard,Jamestown,Pennsylvania
5/6/2006,"Kelly Jr., Dale James ",Staff Sergeant,48,Hostile - hostile fire - IED attack,Diwaniyah,Iraq,U.S. Army National Guard,Richmond,Maine
5/5/2006,"Gaylord, Alva L.",Private 1st Class,25,Hostile - hostile fire - IED attack,Qasr Ar Riyy,Iraq,U.S. Army National Guard,Carrollton,Missouri
5/5/2006,"Torres, Teodoro",Specialist,29,Hostile - hostile fire - IED attack,Babil Province,Iraq,U.S. Army Reserve,Las Vegas,Nevada
5/5/2006,"Saenz, Carlos N.",1st Sergeant,46,Hostile - hostile fire - IED attack,Babil Province,Iraq,U.S. Army Reserve,Las Vegas,Nevada
5/5/2006,"Vacho, Nathan J.",Sergeant,29,Hostile - hostile fire - IED attack,Babil Province,Iraq,U.S. Army Reserve,Janesville,Wisconsin
5/4/2006,"Parker, Elisha R.",Sergeant,21,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Taberg/Camden,New York
5/4/2006,"Bixler, Stephen R.",Corporal,20,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine,Suffield,Connecticut
5/4/2006,"Quinton, Bryan L.",Specialist,24,Hostile - hostile fire - IED attack,Baghdad (south of),Iraq,U.S. Army,Sand Springs,Oklahoma
5/4/2006,"Reinke, Gavin B.",Staff Sergeant,32,Hostile - hostile fire - IED attack,Baghdad (south of),Iraq,U.S. Army,Pueblo,Colorado
5/3/2006,"Zieske, Benjamin T.",Private 1st Class,20,Hostile - hostile fire - IED attack,Kirkuk,Iraq,U.S. Army,Concord,California
5/3/2006,"Proctor, Joseph E.",Sergeant,38,Hostile - hostile fire - suicide car bomb,Ramadi (Tammin Distr.),Iraq,U.S. Army National Guard,Indianapolis,Indiana
5/3/2006,"Letendre, Brian S.",Captain,27,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine Reserve,Woodbridge,Virginia
5/3/2006,"Eckhardt, Christopher M.",Private 1st Class,19,Non-hostile - unspecified cause,Taji (Northwest of Baghdad),Iraq,U.S. Army,Phoenix,Arizona
5/1/2006,"Moscillo, Robert L.",Lance Corporal,21,Hostile - hostile fire - IED attack,Fallujah (south of),Iraq,U.S. Marine,Salem,New Hampshire
5/1/2006,"Light, Robbie Glen",Corporal,21,Hostile - hostile fire - IED attack,Baghdad (40 mi. S of),Iraq,U.S. Army,Kingsport,Tennessee
4/29/2006,"Sakoda, Steve M.",Sergeant,29,Hostile - hostile fire - IED attack,Baghdad (southwest of),Iraq,U.S. Army,Hilo,Hawaii
4/28/2006,"Herlem, Bryant A.",Staff Sergeant,37,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Copperas Cove,Texas
4/28/2006,"Hardy, Brandon M.",Corporal,25,Hostile - hostile fire,Haditha,Iraq,U.S. Marine,Cochranville,Pennsylvania
4/28/2006,"Mills, Lea R.",Sergeant,21,Hostile - hostile fire - IED attack,Haditha,Iraq,U.S. Marine,Brooksville,Florida
4/28/2006,"Davis III, Edward G.",Sergeant,31,Hostile - hostile fire - IED attack,Haditha,Iraq,U.S. Marine,Waukegan/Antioch,Illinois
4/28/2006,"Gomez, Jose",Sergeant,23,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Corona,New York
4/27/2006,"Wall, Mark A.",Staff Sergeant,27,Non-hostile - illness - heart attack,Mosul,Iraq,U.S. Army,Alden,Iowa
4/27/2006,"Webber, Matthew A.",Sergeant,23,Hostile - hostile fire - IED attack,"Brooke Army Med Center, TX",USA,U.S. Army National Guard,Kalamazoo,Michigan
4/27/2006,"Mendez, Bobby",1st Sergeant,38,Hostile - hostile fire - IED attack,Baghdad (north of),Iraq,U.S. Army,Brooklyn,New York
4/26/2006,"Ford, Michael L.",Lance Corporal,19,Hostile - hostile fire - IED attack,Al Anbar Province,Iraq,U.S. Marine,New Bedford,Massachusetts
4/25/2006,"Henry, Raymond L.",Private 1st Class,21,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Anaheim,California
4/25/2006,"Herrema, Richard J.",Sergeant 1st Class,27,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Hudsonville,Michigan
4/24/2006,"Bandonill, Metodio A.",Staff Sergeant,29,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Honolulu,Hawaii
4/24/2006,"Simons, Aaron William",Lance Corporal,20,Hostile - hostile fire - rocket attack,Al Qaim (FOB near Syrian border),Iraq,U.S. Marine,Modesto,California
4/23/2006,"Ehney, Robert W.",Sergeant,26,Hostile - hostile fire - IED attack,Taji (Northwest of Baghdad),Iraq,U.S. Army,Lexington,Kentucky
4/23/2006,"Lasswell Jr., Shawn Thomas",Corporal,21,Hostile - hostile fire - IED attack,Taji (Northwest of Baghdad),Iraq,U.S. Army,Reno,Nevada
4/23/2006,"Daniel, Jason B.",Corporal,21,Hostile - hostile fire - IED attack,Taji (Northwest of Baghdad),Iraq,U.S. Army,Crowley,Texas
4/22/2006,"Lueken, Eric R.",Corporal,23,Hostile - hostile fire,Baghdadi,Iraq,U.S. Marine,Dubois,Indiana
4/22/2006,"Zimmerman, Travis C.",Private,19,Hostile - hostile fire - IED attack,Baghdad (south of),Iraq,U.S. Army,New Berlinville,Pennsylvania
4/22/2006,"Bouthot, Michael E.",Private,19,Hostile - hostile fire - IED attack,Iskandariyah,Iraq,U.S. Army,Fall River,Massachusetts
4/22/2006,"Allcott, Jacob H.",Private 1st Class,21,Hostile - hostile fire - IED attack,Iskandariyah,Iraq,U.S. Army,Caldwell,Idaho
4/22/2006,"King, Eric D.",Specialist,29,Hostile - hostile fire - IED attack,Iskandariyah,Iraq,U.S. Army,Vancouver,Washington
4/22/2006,"Colnot, Kyle A.",Sergeant,23,Hostile - hostile fire - IED attack,Iskandariyah,Iraq,U.S. Army,Arcadia,California
4/20/2006,"Ramseyer, Jason C.",Staff Sergeant,28,Hostile - hostile fire - IED attack,Haditha,Iraq,U.S. Marine,Lenoir,North Carolina
4/19/2006,"Tinnell, Patrick A.",Private 1st Class,25,Hostile - hostile fire - car bomb,As Siniyah,Iraq,U.S. Army,Lake Havasu City,Arizona
4/19/2006,"Settle, Robert J.",Private 1st Class,25,Hostile - hostile fire - IED attack,Taji (Northwest of Baghdad),Iraq,U.S. Army,Owensboro,Kentucky
4/18/2006,"Weikel, Ian P.",Captain,31,Hostile - hostile fire - IED attack,Balad (military hospital),Iraq,U.S. Army,Colorado Springs,Colorado
4/16/2006,"Cubert, Clinton W.",Master Sergeant,38,Hostile - hostile fire - IED attack,"Lexington, KY",USA,U.S. Army National Guard,Lawrenceburg,Kentucky
4/15/2006,"Melcher, Mark W.",Specialist,34,Hostile - hostile fire - small arms fire,Al Taqaddum,Iraq,U.S. Army National Guard,Pittsburgh,Pennsylvania
4/15/2006,"Sims, Justin D.",Lance Corporal,22,Hostile - hostile fire - RPG attack,Ramadi,Iraq,U.S. Marine,Covington,Kentucky
4/15/2006,"Winslow, Ryan G.",Private 1st Class,19,Hostile - hostile fire - IED attack,Fallujah,Iraq,U.S. Marine,Jefferson,Alabama
4/15/2006,"Mayorga, Pablo V.",Corporal,33,Hostile - hostile fire - IED attack,Fallujah,Iraq,U.S. Marine,Margate,Florida
4/15/2006,"Cothran, Derrick J.",Lance Corporal,21,Hostile - hostile fire - IED attack,Fallujah,Iraq,U.S. Marine,Avondale,Louisiana
4/14/2006,"Settle, Darin T.",Lance Corporal,23,Non-hostile - vehicle accident,Al Anbar Province,Iraq,U.S. Marine,Henley,Missouri
4/13/2006,"Perez, Stephen Joseph",Lance Corporal,22,Hostile - hostile fire,Camp Taqaddum (military hospital) ,Iraq,U.S. Marine,San Antonio,Texas
4/13/2006,"Bachar, Salem",Corporal,20,Hostile - hostile fire,Al Karmah,Iraq,U.S. Marine,Chula Vista,California
4/13/2006,"Waits, Andrew K.",Specialist,23,Hostile - hostile fire - IED attack,Baghdad (southwest of),Iraq,U.S. Army,Waterford,Michigan
4/12/2006,"Glimpse, Marcus S.",Lance Corporal,22,Hostile - hostile fire - IED attack,Baghdad (west of),Iraq,U.S. Marine,Huntington Beach,California
4/12/2006,"Calderon-Ascencio, Roland E.",Private 1st Class,21,Hostile - hostile fire - IED attack,Al Mussayib (near),Iraq,U.S. Army,Miami,Florida
4/12/2006,"Bandhold, Scott M.",Corporal,37,Hostile - hostile fire - IED attack,Al Mussayib (near),Iraq,U.S. Army,North Merrick,New York
4/11/2006,"Hess, Kenneth D.",Sergeant,26,Hostile - hostile fire - suicide bomber,Rawah,Iraq,U.S. Army,Asheville,North Carolina
4/11/2006,"Roehl Jr., George R.",Private 1st Class,21,"Hostile - hostile fire - small arms fire, IED",Taji (Northwest of Baghdad),Iraq,U.S. Army,Manchester,New Hampshire
4/11/2006,"Costello III, James F.",Private 1st Class,27,"Hostile - hostile fire - small arms fire, IED",Taji (Northwest of Baghdad),Iraq,U.S. Army,St. Louis,Missouri
4/11/2006,"Blanco, Joseph A.",Corporal,25,"Hostile - hostile fire - small arms fire, IED",Taji (Northwest of Baghdad),Iraq,U.S. Army,Bloomington,California
4/10/2006,"Gardner, James W. ""Will""",Specialist,22,Non-hostile - unspecified cause,Tall Afar,Iraq,U.S. Army,Glasgow,Kentucky
4/10/2006,"Lamberson, Randall L.",Sergeant 1st Class,36,Hostile - hostile fire - IED attack,Balad (military hospital),Iraq,U.S. Army,Springfield,Missouri
4/9/2006,"Love-Fowler, Joseph I.",Private 1st Class,22,Hostile - hostile fire - IED attack,Balad (military hospital),Iraq,U.S. Army,North Pole,Alaska
4/9/2006,"Collins, David S.",Sergeant,24,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Jasper,Georgia
4/9/2006,"Rogers, Gregory S.",Sergeant 1st Class,42,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Cincinnati,Ohio
4/8/2006,"Martini, Philip John",Lance Corporal,24,Hostile - hostile fire - small arms fire,Al Karmah  (near Fallujah),Iraq,U.S. Marine,Lansing,Illinois
4/8/2006,"NavarroArellano, Juana",Lance Corporal,24,Hostile - hostile fire - small arms fire,Al Taqaddum,Iraq,U.S. Marine,Ceres,California
4/8/2006,"Creighton, Shawn R.",Corporal,21,Hostile - hostile fire - IED attack,Rawah,Iraq,U.S. Army,Windsor,North Carolina
4/8/2006,"Missildine, Jody W.",Private,19,Hostile - hostile fire - IED attack,Tall Afar,Iraq,U.S. Army,Plant City,Florida
4/7/2006,"Waller, Richard P.",Corporal,22,Hostile - hostile fire - small arms fire,Khan Dari,Iraq,U.S. Marine,Fort Worth,Texas
4/6/2006,"Taylor, Bryan N.",Lance Corporal,20,Hostile - hostile fire,Al Qaim (near) (near Syrian border),Iraq,U.S. Marine,Milford,Ohio
4/6/2006,"Edwards, Chase A.",Private 1st Class,19,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Lake Charles,Louisiana
4/6/2006,"Sesker, Daniel L.",Sergeant,22,Hostile - hostile fire - IED attack,Bayji,Iraq,U.S. Army National Guard,Ogden,Iowa
4/6/2006,"Harris, Dustin J.",Specialist,21,Hostile - hostile fire - IED attack,Bayji,Iraq,U.S. Army,Bangor,Maine
4/4/2006,"Johnson, Ty J.",Corporal,28,Hostile - hostile fire - IED attack,Kirkuk,Iraq,U.S. Army,Elk Grove,California
4/2/2006,"Ehle, Jeremy W.",Private 1st Class,19,Hostile - hostile fire - small arms fire,Hit,Iraq,U.S. Army,Richmond,Virginia
4/2/2006,"Nettles, Marcques J.",Petty Officer 3rd Class,22,Non-hostile - vehicle accident (drowning),Al Asad (near),Iraq,U.S. Navy,Beaverton,Oregon
4/2/2006,"Palmisano, Eric A.",Lance Corporal,27,Non-hostile - vehicle accident (drowning),Al Asad (near),Iraq,U.S. Marine,Florence,Wisconsin
4/2/2006,"Aguilar Jr., Andres",Corporal,21,Non-hostile - vehicle accident (drowning),Al Asad (near),Iraq,U.S. Marine,Victoria,Texas
4/2/2006,"Twitchell, Abraham G.",Staff Sergeant,28,Non-hostile - vehicle accident,Al Asad (near),Iraq,U.S. Marine,Yelm,Washington
4/2/2006,"Sandoval-Flores, Felipe D.",Lance Corporal,20,Non-hostile - vehicle accident,Al Asad (near),Iraq,U.S. Marine,Los Angeles,California
4/2/2006,"Bass, David A.",Corporal,20,Non-hostile - vehicle accident,Al Asad (near),Iraq,U.S. Marine,Nashville,Tennessee
4/2/2006,"Gallagher, Patrick J.",Lance Corporal,27,Non-hostile - vehicle accident,Al Asad (near),Iraq,U.S. Marine,Jacksonville,Florida
4/2/2006,"St. Germain, Brian R.",Corporal,22,Non-hostile - vehicle accident,Al Asad (near),Iraq,U.S. Marine,West Warwick,Rhode Island
4/2/2006,"Padilla Aleman, Geovani",Hospitalman,20,Hostile - hostile fire - IED attack,Ramadi (near),Iraq,U.S. Navy,South Gate,California
4/2/2006,"McIntosh, Eric A.",Staff Sergeant,29,Hostile - hostile fire - IED attack,Ramadi (near),Iraq,U.S. Marine,Trafford,Pennsylvania
4/2/2006,"Kim, Kun Y.",Lance Corporal,20,Hostile - hostile fire - IED attack,Ramadi (near),Iraq,U.S. Marine,Atlanta,Georgia
4/2/2006,"Procopio, Scott J.",Corporal,20,Hostile - hostile fire - IED attack,Ramadi (near),Iraq,U.S. Marine,Saugus,Massachusetts
4/1/2006,"Hartwick, Michael L.",Chief Warrant Officer (CW3),37,Hostile - helicopter crash,Yusufiyah (West of) (South of Baghdad),Iraq,U.S. Army,Orrick,Missouri
4/1/2006,"Moshier, Timothy J.",Captain,25,Hostile - helicopter crash,Yusufiyah (West of) (South of Baghdad),Iraq,U.S. Army,Delmar/Albany,New York
4/1/2006,"Devora Garcia, Israel",Sergeant,23,Hostile - hostile fire - IED attack,Baghdad (central part),Iraq,U.S. Army,Clint,Texas
4/1/2006,"Clay, Darrell P.",Staff Sergeant,34,Hostile - hostile fire - IED attack,Baghdad (central part),Iraq,U.S. Army,Fayetteville,North Carolina
3/31/2006,"Beisel, Jacob Walter",Lance Corporal,21,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Lackawaxen,Pennsylvania
3/30/2006,"Duenas, Joseph J.",Private 1st Class,23,Non-hostile - fall from helicopter,Kirkuk (near),Iraq,U.S. Army,Mesa,Arizona
3/30/2006,"Moss Jr., Walter M.",Technical Sergeant,37,Hostile - hostile fire - IED attack,Baghdad (near),Iraq,U.S. Air Force,Houston,Texas
3/28/2006,"Rowe, Michael D.",Sergeant,23,Hostile - hostile fire - IED attack,Ar Rutbah (near Jordan border),Iraq,U.S. Army,New Port Richey,Florida
3/28/2006,"Tharp, Sean D.",Private 1st Class,21,Hostile - hostile fire - small arms fire,Baghdad (south of),Iraq,U.S. Army,Orlando,Florida
3/28/2006,"Hernandez, Robert",Staff Sergeant,47,Hostile - hostile fire - IED attack,Al Taqaddum (military hospital),Iraq,U.S. Army Reserve,Silver Spring,Maryland
3/25/2006,"Carlson, Frederick A.",Specialist,25,Non-hostile - illness - heart attack,Al Taqaddum,Iraq,U.S. Army National Guard,Bethlehem,Pennsylvania
3/23/2006,"McCaulley, Randy D.",Sergeant 1st Class,44,Hostile - hostile fire - small arms fire,Habbaniyah (near),Iraq,U.S. Army National Guard,Indiana,Pennsylvania
3/23/2006,"Beery, Brock A.",Staff Sergeant,30,Hostile - hostile fire - IED attack,Habbaniyah (near),Iraq,U.S. Army National Guard,White House,Tennessee
3/21/2006,"McKinzie, Antoine J.",Corporal,25,Hostile - hostile fire - small arms fire,Baghdad (western part),Iraq,U.S. Army,Indianapolis,Indiana
3/18/2006,"Barraza, Ricardo",Staff Sergeant,24,Hostile - hostile fire - small arms fire,Ramadi,Iraq,U.S. Army,Shafter,California
3/18/2006,"Brehm, Dale G.",Sergeant,23,Hostile - hostile fire - small arms fire,Ramadi,Iraq,U.S. Army,Turlock,California
3/16/2006,"Pinson, Amanda N.",Sergeant,21,Hostile - hostile fire - mortar attack,FOB Speicher (near Tikrit),Iraq,U.S. Army,St. Louis,Missouri
3/16/2006,"Gonzalez, Carlos M.",Corporal,22,Hostile - hostile fire - mortar attack,FOB Speicher (near Tikrit),Iraq,U.S. Army,Middletown,New York
3/16/2006,"Yates III, Nyle",Corporal,22,Hostile - hostile fire - small arms fire,Samarra (Bayji?),Iraq,U.S. Army,Lake Odessa,Michigan
3/15/2006,"Zawaydeh, Angelo A.",Private 1st Class,19,Hostile - hostile fire - mortar attack,Baghdad (southwest of),Iraq,U.S. Army,San Bruno,California
3/13/2006,"Silva, Marco A.",Staff Sergeant,27,"Hostile - hostile fire - small arms fire, IED",Ramadi (near),Iraq,U.S. Army,Alva,Florida
3/13/2006,"Dan, Corey A.",Sergeant,22,"Hostile - hostile fire - small arms fire, IED",Ramadi (near),Iraq,U.S. Army,Norway,Maine
3/13/2006,"Lewis, Bryan A.",Staff Sergeant,32,Hostile - hostile fire - IED attack,Baghdad (North of Rustamiyah Dist.) ,Iraq,U.S. Army,Bunkie,Louisiana
3/12/2006,"Marino (Figueroa), Kristen K.",Lance Corporal,20,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Honolulu,Hawaii
3/11/2006,"Duerksen, Amy A.",Private 1st Class,19,Non-hostile - weapon discharge,Taji (Northwest of Baghdad),Iraq,U.S. Army,Temple,Texas
3/10/2006,"Long, Bunny",Lance Corporal,22,Hostile - hostile fire - suicide car bomb,Fallujah (near),Iraq,U.S. Marine,Modesto,California
3/8/2006,"Fry, John D.",Gunnery Sergeant,28,Hostile - hostile fire - IED attack,Habbaniyah (west of),Iraq,U.S. Marine,Lorena,Texas
